Pin  | Pinout file pin name                 | Schematics pin name                  | Schematics net name                  | Schematics net name with index      
BB23 | IO_L19P_T3L_N0_DBC_AD9P_66           | IO_L19P_T3L_N0_DBC_AD9P_66           | C2A_DP                               | C2A_DP<42>                          
BD21 | IO_T3U_N12_66                        | IO_T3U_N12_66                        | NC                                   | NC                                  
AW25 | IO_T2U_N12_66                        | IO_T2U_N12_66                        | NC                                   | NC                                  
BA25 | IO_L18N_T2U_N11_AD2N_66              | IO_L18N_T2U_N11_AD2N_66              | C2A_DN                               | C2A_DN<36>                          
AY25 | IO_L18P_T2U_N10_AD2P_66              | IO_L18P_T2U_N10_AD2P_66              | C2A_DP                               | C2A_DP<36>                          
BB22 | IO_L17N_T2U_N9_AD10N_66              | IO_L17N_T2U_N9_AD10N_66              | C2A_DN                               | C2A_DN<31>                          
BA22 | IO_L17P_T2U_N8_AD10P_66              | IO_L17P_T2U_N8_AD10P_66              | C2A_DP                               | C2A_DP<31>                          
BA24 | IO_L16N_T2U_N7_QBC_AD3N_66           | IO_L16N_T2U_N7_QBC_AD3N_66           | C2A_DN                               | C2A_DN<41>                          
AY24 | IO_L16P_T2U_N6_QBC_AD3P_66           | IO_L16P_T2U_N6_QBC_AD3P_66           | C2A_DP                               | C2A_DP<41>                          
AY23 | IO_L15N_T2L_N5_AD11N_66              | IO_L15N_T2L_N5_AD11N_66              | C2A_DN                               | C2A_DN<40>                          
AY22 | IO_L15P_T2L_N4_AD11P_66              | IO_L15P_T2L_N4_AD11P_66              | C2A_DP                               | C2A_DP<40>                          
AW23 | IO_L14N_T2L_N3_GC_66                 | IO_L14N_T2L_N3_GC_66                 | C2A_DN                               | C2A_DN<32>                          
AW22 | IO_L14P_T2L_N2_GC_66                 | IO_L14P_T2L_N2_GC_66                 | C2A_DP                               | C2A_DP<32>                          
AV24 | IO_L13N_T2L_N1_GC_QBC_66             | IO_L13N_T2L_N1_GC_QBC_66             | C2A_DN                               | C2A_DN<33>                          
AV23 | IO_L13P_T2L_N0_GC_QBC_66             | IO_L13P_T2L_N0_GC_QBC_66             | C2A_DP                               | C2A_DP<33>                          
AT25 | IO_L12N_T1U_N11_GC_66                | IO_L12N_T1U_N11_GC_66                | C2A_DN                               | C2A_DN<43>                          
AT24 | IO_L12P_T1U_N10_GC_66                | IO_L12P_T1U_N10_GC_66                | C2A_DP                               | C2A_DP<43>                          
AU24 | IO_L11N_T1U_N9_GC_66                 | IO_L11N_T1U_N9_GC_66                 | C2A_DN                               | C2A_DN<25>                          
AU23 | IO_L11P_T1U_N8_GC_66                 | IO_L11P_T1U_N8_GC_66                 | C2A_DP                               | C2A_DP<25>                          
AU26 | IO_L10N_T1U_N7_QBC_AD4N_66           | IO_L10N_T1U_N7_QBC_AD4N_66           | C2A_DN                               | C2A_DN<45>                          
AT26 | IO_L10P_T1U_N6_QBC_AD4P_66           | IO_L10P_T1U_N6_QBC_AD4P_66           | C2A_DP                               | C2A_DP<45>                          
AU22 | IO_L9N_T1L_N5_AD12N_66               | IO_L9N_T1L_N5_AD12N_66               | C2A_DN                               | C2A_DN<26>                          
AT22 | IO_L9P_T1L_N4_AD12P_66               | IO_L9P_T1L_N4_AD12P_66               | C2A_DP                               | C2A_DP<26>                          
AR25 | IO_L8N_T1L_N3_AD5N_66                | IO_L8N_T1L_N3_AD5N_66                | C2A_DN                               | C2A_DN<28>                          
AR24 | IO_L8P_T1L_N2_AD5P_66                | IO_L8P_T1L_N2_AD5P_66                | C2A_DP                               | C2A_DP<28>                          
AR23 | IO_L7N_T1L_N1_QBC_AD13N_66           | IO_L7N_T1L_N1_QBC_AD13N_66           | C2A_DN                               | C2A_DN<34>                          
AR22 | IO_L7P_T1L_N0_QBC_AD13P_66           | IO_L7P_T1L_N0_QBC_AD13P_66           | C2A_DP                               | C2A_DP<34>                          
AV25 | IO_T1U_N12_66                        | IO_T1U_N12_66                        | NC                                   | NC                                  
AM27 | IO_T0U_N12_VRP_66                    | IO_T0U_N12_VRP_66                    | VRP_66_C                             | VRP_66_C                            
AP27 | IO_L6N_T0U_N11_AD6N_66               | IO_L6N_T0U_N11_AD6N_66               | C2A_DN                               | C2A_DN<29>                          
AP26 | IO_L6P_T0U_N10_AD6P_66               | IO_L6P_T0U_N10_AD6P_66               | C2A_DP                               | C2A_DP<29>                          
AN24 | IO_L5N_T0U_N9_AD14N_66               | IO_L5N_T0U_N9_AD14N_66               | C2A_DN                               | C2A_DN<35>                          
AM24 | IO_L5P_T0U_N8_AD14P_66               | IO_L5P_T0U_N8_AD14P_66               | C2A_DP                               | C2A_DP<35>                          
AP25 | IO_L4N_T0U_N7_DBC_AD7N_66            | IO_L4N_T0U_N7_DBC_AD7N_66            | C2A_DN                               | C2A_DN<30>                          
AN25 | IO_L4P_T0U_N6_DBC_AD7P_66            | IO_L4P_T0U_N6_DBC_AD7P_66            | C2A_DP                               | C2A_DP<30>                          
AP23 | IO_L3N_T0L_N5_AD15N_66               | IO_L3N_T0L_N5_AD15N_66               | C2A_DN                               | C2A_DN<24>                          
AP22 | IO_L3P_T0L_N4_AD15P_66               | IO_L3P_T0L_N4_AD15P_66               | C2A_DP                               | C2A_DP<24>                          
AN26 | IO_L2N_T0L_N3_66                     | IO_L2N_T0L_N3_66                     | C2A_DN                               | C2A_DN<23>                          
AM26 | IO_L2P_T0L_N2_66                     | IO_L2P_T0L_N2_66                     | C2A_DP                               | C2A_DP<23>                          
AN23 | IO_L1N_T0L_N1_DBC_66                 | IO_L1N_T0L_N1_DBC_66                 | C2A_DN                               | C2A_DN<37>                          
