%#################################################################
Title:        Basenet Report
Design:       lasp
Date:         Mar 26 12:09:23 2021
%#################################################################


%
Base nets and synonyms for lasp_lib.LASP(@lasp_lib.lasp(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
MX_DAC6311_SYNC_18_N	MX_DAC6311_SYNC_18_N - @lasp_lib.LASP                       	 25C6 30B6                    
MX_DDR4_COMP_A0     	MX_DDR4_COMP_A0 - @lasp_lib.LASP                            	 52D3 52D5 53B6 53C2          
MX_DDR4_COMP_A1     	MX_DDR4_COMP_A1 - @lasp_lib.LASP                            	 52D3 52D5 53B2 53B6          
MX_DDR4_COMP_A2     	MX_DDR4_COMP_A2 - @lasp_lib.LASP                            	 52C3 52C5 53B6 53C2          
MX_DDR4_COMP_A3     	MX_DDR4_COMP_A3 - @lasp_lib.LASP                            	 52C3 52C5 53B2 53B6          
MX_DDR4_COMP_A4     	MX_DDR4_COMP_A4 - @lasp_lib.LASP                            	 52C3 52C5 53B2 53B6          
MX_DDR4_COMP_A5     	MX_DDR4_COMP_A5 - @lasp_lib.LASP                            	 52C3 52C5 53A2 53B6          
MX_DDR4_COMP_A6     	MX_DDR4_COMP_A6 - @lasp_lib.LASP                            	 52C3 52C5 53B2 53B6          
MX_DDR4_COMP_A7     	MX_DDR4_COMP_A7 - @lasp_lib.LASP                            	 52C3 52C5 53B2 53B6          
MX_DDR4_COMP_A8     	MX_DDR4_COMP_A8 - @lasp_lib.LASP                            	 52C3 52C5 53B2 53B6          
MX_DDR4_COMP_A9     	MX_DDR4_COMP_A9 - @lasp_lib.LASP                            	 52C3 52C5 53B2 53B6          
MX_DDR4_COMP_A10    	MX_DDR4_COMP_A10 - @lasp_lib.LASP                           	 52C3 52C5 53C2 53C6          
MX_DDR4_COMP_A11    	MX_DDR4_COMP_A11 - @lasp_lib.LASP                           	 52C3 52C5 53C2 53C6          
MX_DDR4_COMP_A12    	MX_DDR4_COMP_A12 - @lasp_lib.LASP                           	 52C3 52C5 53C2 53C6          
MX_DDR4_COMP_A13    	MX_DDR4_COMP_A13 - @lasp_lib.LASP                           	 52C3 52C5 53B2 53C6          
MX_DDR4_COMP_A14    	MX_DDR4_COMP_A14 - @lasp_lib.LASP                           	 52C3 52C5 53C2 53C6          
MX_DDR4_COMP_A15    	MX_DDR4_COMP_A15 - @lasp_lib.LASP                           	 52C3 52C5 53C2 53C6          
MX_DDR4_COMP_A16    	MX_DDR4_COMP_A16 - @lasp_lib.LASP                           	 52C3 52C5 53C2 53C6          
MX_DDR4_COMP_ACT_N  	MX_DDR4_COMP_ACT_N - @lasp_lib.LASP                         	 52C3 52C5 53B6 53C2          
MX_DDR4_COMP_ALERT_N	MX_DDR4_COMP_ALERT_N - @lasp_lib.LASP                       	 52C2 52C4 53B6               
MX_DDR4_COMP_BA0    	MX_DDR4_COMP_BA0 - @lasp_lib.LASP                           	 52C3 52C5 53B2 53C6          
MX_DDR4_COMP_BA1    	MX_DDR4_COMP_BA1 - @lasp_lib.LASP                           	 52C3 52C5 53A2 53C6          
MX_DDR4_COMP_BG0    	MX_DDR4_COMP_BG0 - @lasp_lib.LASP                           	 52C3 52C5 53C2 53C6          
MX_DDR4_COMP_BG1    	MX_DDR4_COMP_BG1 - @lasp_lib.LASP                           	 52C3 52C5 53A2 53B6          
MX_DDR4_COMP_CKE    	MX_DDR4_COMP_CKE - @lasp_lib.LASP                           	 52C3 52C5 53A2 53B6          
MX_DDR4_COMP_CLK_N  	MX_DDR4_COMP_CLK_N - @lasp_lib.LASP                         	 52B3 52B5 53B6 53D1          
MX_DDR4_COMP_CLK_P  	MX_DDR4_COMP_CLK_P - @lasp_lib.LASP                         	 52B3 52B5 53B6 53D2          
MX_DDR4_COMP_CS_N   	MX_DDR4_COMP_CS_N - @lasp_lib.LASP                          	 52C3 52C5 53B2 53B6          
MX_DDR4_COMP_DBI_N0 	MX_DDR4_COMP_DBI_N0 - @lasp_lib.LASP                        	 52C4 53C4                    
MX_DDR4_COMP_DBI_N1 	MX_DDR4_COMP_DBI_N1 - @lasp_lib.LASP                        	 52C4 53C4                    
MX_DDR4_COMP_DBI_N2 	MX_DDR4_COMP_DBI_N2 - @lasp_lib.LASP                        	 52C2 53B4                    
MX_DDR4_COMP_DBI_N3 	MX_DDR4_COMP_DBI_N3 - @lasp_lib.LASP                        	 52C2 53C6                    
MX_DDR4_COMP_DQ0    	MX_DDR4_COMP_DQ0 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ1    	MX_DDR4_COMP_DQ1 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ2    	MX_DDR4_COMP_DQ2 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ3    	MX_DDR4_COMP_DQ3 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ4    	MX_DDR4_COMP_DQ4 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ5    	MX_DDR4_COMP_DQ5 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ6    	MX_DDR4_COMP_DQ6 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ7    	MX_DDR4_COMP_DQ7 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ8    	MX_DDR4_COMP_DQ8 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ9    	MX_DDR4_COMP_DQ9 - @lasp_lib.LASP                           	 52C4 53C4                    
MX_DDR4_COMP_DQ10   	MX_DDR4_COMP_DQ10 - @lasp_lib.LASP                          	 52C4 53C4                    
MX_DDR4_COMP_DQ11   	MX_DDR4_COMP_DQ11 - @lasp_lib.LASP                          	 52C4 53C4                    
MX_DDR4_COMP_DQ12   	MX_DDR4_COMP_DQ12 - @lasp_lib.LASP                          	 52C4 53C4                    
MX_DDR4_COMP_DQ13   	MX_DDR4_COMP_DQ13 - @lasp_lib.LASP                          	 52C4 53C4                    
MX_DDR4_COMP_DQ14   	MX_DDR4_COMP_DQ14 - @lasp_lib.LASP                          	 52C4 53C4                    
MX_DDR4_COMP_DQ15   	MX_DDR4_COMP_DQ15 - @lasp_lib.LASP                          	 52C4 53C4                    
MX_DDR4_COMP_DQ16   	MX_DDR4_COMP_DQ16 - @lasp_lib.LASP                          	 52C2 53B4                    
MX_DDR4_COMP_DQ17   	MX_DDR4_COMP_DQ17 - @lasp_lib.LASP                          	 52C2 53B4                    
MX_DDR4_COMP_DQ18   	MX_DDR4_COMP_DQ18 - @lasp_lib.LASP                          	 52C2 53B4                    
MX_DDR4_COMP_DQ19   	MX_DDR4_COMP_DQ19 - @lasp_lib.LASP                          	 52C2 53B4                    
MX_DDR4_COMP_DQ20   	MX_DDR4_COMP_DQ20 - @lasp_lib.LASP                          	 52C2 53B4                    
MX_DDR4_COMP_DQ21   	MX_DDR4_COMP_DQ21 - @lasp_lib.LASP                          	 52C2 53B4                    
MX_DDR4_COMP_DQ22   	MX_DDR4_COMP_DQ22 - @lasp_lib.LASP                          	 52C2 53B4                    
MX_DDR4_COMP_DQ23   	MX_DDR4_COMP_DQ23 - @lasp_lib.LASP                          	 52C2 53B4                    
MX_DDR4_COMP_DQ24   	MX_DDR4_COMP_DQ24 - @lasp_lib.LASP                          	 52C2 53C6                    
MX_DDR4_COMP_DQ25   	MX_DDR4_COMP_DQ25 - @lasp_lib.LASP                          	 52C2 53C6                    
MX_DDR4_COMP_DQ26   	MX_DDR4_COMP_DQ26 - @lasp_lib.LASP                          	 52C2 53C6                    
MX_DDR4_COMP_DQ27   	MX_DDR4_COMP_DQ27 - @lasp_lib.LASP                          	 52C2 53C6                    
MX_DDR4_COMP_DQ28   	MX_DDR4_COMP_DQ28 - @lasp_lib.LASP                          	 52C2 53C6                    
MX_DDR4_COMP_DQ29   	MX_DDR4_COMP_DQ29 - @lasp_lib.LASP                          	 52C2 53C6                    
MX_DDR4_COMP_DQ30   	MX_DDR4_COMP_DQ30 - @lasp_lib.LASP                          	 52C2 53C6                    
MX_DDR4_COMP_DQ31   	MX_DDR4_COMP_DQ31 - @lasp_lib.LASP                          	 52C2 53C6                    
MX_DDR4_COMP_DQS_N0 	MX_DDR4_COMP_DQS_N0 - @lasp_lib.LASP                        	 52C4 53C4                    
MX_DDR4_COMP_DQS_N1 	MX_DDR4_COMP_DQS_N1 - @lasp_lib.LASP                        	 52C4 53C4                    
MX_DDR4_COMP_DQS_N2 	MX_DDR4_COMP_DQS_N2 - @lasp_lib.LASP                        	 52C2 53B4                    
MX_DDR4_COMP_DQS_N3 	MX_DDR4_COMP_DQS_N3 - @lasp_lib.LASP                        	 52C2 53C6                    
MX_DDR4_COMP_DQS_P0 	MX_DDR4_COMP_DQS_P0 - @lasp_lib.LASP                        	 52C4 53C4                    
MX_DDR4_COMP_DQS_P1 	MX_DDR4_COMP_DQS_P1 - @lasp_lib.LASP                        	 52C4 53C4                    
MX_DDR4_COMP_DQS_P2 	MX_DDR4_COMP_DQS_P2 - @lasp_lib.LASP                        	 52C2 53B4                    
MX_DDR4_COMP_DQS_P3 	MX_DDR4_COMP_DQS_P3 - @lasp_lib.LASP                        	 52C2 53C6                    
MX_DDR4_COMP_ODT    	MX_DDR4_COMP_ODT - @lasp_lib.LASP                           	 52C3 52C5 53B6 53C2          
MX_DDR4_COMP_PAR    	MX_DDR4_COMP_PAR - @lasp_lib.LASP                           	 52C3 52C5 53B6 53C2          
MX_DDR4_COMP_RESET_N	MX_DDR4_COMP_RESET_N - @lasp_lib.LASP                       	 52B3 52B5 53A2 53B6          
MX_DDR4_COMP_TEN    	MX_DDR4_COMP_TEN - @lasp_lib.LASP                           	 52B2 52B4                    
MX_DDR4_RZQ         	MX_DDR4_RZQ - @lasp_lib.LASP                                	 53C6                         
MX_EN3_N            	MX_EN3_N - @lasp_lib.LASP                                   	 4C5 12C3                     
MX_EN12_N           	MX_EN12_N - @lasp_lib.LASP                                  	 4C5 12C3                     
MX_EN63A0QI_1_2V_POK	MX_EN63A0QI_1_2V_POK - @lasp_lib.LASP                       	 33B3 48A5                    
                    	EN63A0QI_1_2V_POK - @lasp_lib.ALIMS(i12_page4)              	 101C3>                       
MX_EN63A0QI_VCCRAM_POK	MX_EN63A0QI_VCCRAM_POK - @lasp_lib.LASP                     	 33B3 48A5                    
                    	EN63A0QI_VCCRAM_POK - @lasp_lib.ALIMS(i12_page4)            	 98C3>                        
MX_EN63A0QI_VCCR_GXB_POK	MX_EN63A0QI_VCCR_GXB_POK - @lasp_lib.LASP                   	 33B3 48A5                    
                    	EN63A0QI_VCCR_GXB_POK - @lasp_lib.ALIMS(i12_page4)          	 100C3>                       
MX_EN63A0QI_VCCT_GXB_POK	MX_EN63A0QI_VCCT_GXB_POK - @lasp_lib.LASP                   	 33B3 48A5                    
                    	EN63A0QI_VCCT_GXB_POK - @lasp_lib.ALIMS(i12_page4)          	 99C3>                        
MX_EN_1_8V          	MX_EN_1_8V - @lasp_lib.LASP                                 	 33C5 48C5                    
                    	EN_1_8V - @lasp_lib.ALIMS(i12_page4)                        	 97C6<                        
MX_EN_4V_REG        	MX_EN_4V_REG - @lasp_lib.LASP                               	 33C5 48C5                    
                    	EN_3V5_REG - @lasp_lib.ALIMS(i12_page4)                     	 93C5<                        
MX_EN_P2_5V_DDR4    	MX_EN_P2_5V_DDR4 - @lasp_lib.LASP                           	 33C5 48B4                    
                    	EN_P2_5V_DDR4 - @lasp_lib.ALIMS(i12_page4)                  	 103C5<                       
MX_EN_P5V0_AUX      	MX_EN_P5V0_AUX - @lasp_lib.LASP                             	 33D5 48C5                    
                    	EN_P5V0_AUX - @lasp_lib.ALIMS(i12_page4)                    	 91C6<                        
MX_EN_S10_P0_6V     	MX_EN_S10_P0_6V - @lasp_lib.LASP                            	 33C5 48B4                    
                    	EN_S10_P0_6V - @lasp_lib.ALIMS(i12_page4)                   	 103B5<                       
MX_EN_S10_P3_3V     	MX_EN_S10_P3_3V - @lasp_lib.LASP                            	 33D5 48C5                    
                    	EN_S10_P3_3V - @lasp_lib.ALIMS(i12_page4)                   	 92A5 92C5<                   
MX_EN_S10_VCC       	MX_EN_S10_VCC - @lasp_lib.LASP                              	 33C5 48C5                    
                    	EN_S10_VCC - @lasp_lib.ALIMS(i12_page4)                     	 94B3< 95C3 95C3 96B3 96C3    
MX_EN_S10_VCCIO_1_2V	MX_EN_S10_VCCIO_1_2V - @lasp_lib.LASP                       	 33C5 48C5                    
                    	EN_S10_VCCIO_1_2V - @lasp_lib.ALIMS(i12_page4)              	 101B6<                       
MX_EN_S10_VCCM      	MX_EN_S10_VCCM - @lasp_lib.LASP                             	 33B5 48B4                    
MX_EN_S10_VCCPFUSE  	MX_EN_S10_VCCPFUSE - @lasp_lib.LASP                         	 33C5 48C4                    
                    	EN_S10_VCCPFUSE - @lasp_lib.ALIMS(i12_page4)                	 102C4<                       
MX_EN_S10_VCCR      	MX_EN_S10_VCCR - @lasp_lib.LASP                             	 33C5 48C5                    
                    	EN_S10_VCCR - @lasp_lib.ALIMS(i12_page4)                    	 100B6<                       
MX_EN_S10_VCCRAM    	MX_EN_S10_VCCRAM - @lasp_lib.LASP                           	 33C5 48C5                    
                    	EN_S10_VCCRAM - @lasp_lib.ALIMS(i12_page4)                  	 98B6<                        
MX_EN_S10_VCCT      	MX_EN_S10_VCCT - @lasp_lib.LASP                             	 33C5 48C5                    
                    	EN_S10_VCCT - @lasp_lib.ALIMS(i12_page4)                    	 99B6<                        
MX_ER3105DI_POK     	MX_ER3105DI_POK - @lasp_lib.LASP                            	 33B5 48A5                    
                    	ER3105DI_POK - @lasp_lib.ALIMS(i12_page4)                   	 91C3>                        
MX_FLT3_N           	MX_FLT3_N - @lasp_lib.LASP                                  	 4B5 4C2 12B3                 
MX_FLT12_N          	MX_FLT12_N - @lasp_lib.LASP                                 	 4B6 4C2 12B3                 
MX_FPGA_TO_RTM_FPGA_GP	MX_FPGA_TO_RTM_FPGA_GP - @lasp_lib.LASP                     	 7A6 30D5                     
MX_GP_TEST_IN       	MX_GP_TEST_IN - @lasp_lib.LASP                              	 30A5 58C3                    
MX_GP_TEST_OUT      	MX_GP_TEST_OUT - @lasp_lib.LASP                             	 30A5 30D6                    
MX_JTAG_TDI_UNBUFF  	MX_JTAG_TDI_UNBUFF - @lasp_lib.LASP                         	 50B3 50C6                    
MX_JTAG_TDO_BUFF_1  	MX_JTAG_TDO_BUFF_1 - @lasp_lib.LASP                         	 50B3 50C4                    
MX_LED01_BLUE_DRAIN 	MX_LED01_BLUE_DRAIN - @lasp_lib.LASP                        	 86D2 86D5                    
MX_LED01_BLUE_GATE  	MX_LED01_BLUE_GATE - @lasp_lib.LASP                         	 42D6 86C6                    
MX_LED01_GREEN_DRAIN	MX_LED01_GREEN_DRAIN - @lasp_lib.LASP                       	 86D2 86D4                    
MX_LED01_GREEN_GATE 	MX_LED01_GREEN_GATE - @lasp_lib.LASP                        	 42D6 86C5                    
MX_LED01_RED_DRAIN  	MX_LED01_RED_DRAIN - @lasp_lib.LASP                         	 86C2 86D4                    
MX_LED01_RED_GATE   	MX_LED01_RED_GATE - @lasp_lib.LASP                          	 42D6 86C4                    
MX_LED02_BLUE_DRAIN 	MX_LED02_BLUE_DRAIN - @lasp_lib.LASP                        	 86C2 86D5                    
MX_LED02_BLUE_GATE  	MX_LED02_BLUE_GATE - @lasp_lib.LASP                         	 42D6 86C3                    
MX_LED02_GREEN_DRAIN	MX_LED02_GREEN_DRAIN - @lasp_lib.LASP                       	 86C2 86C5                    
MX_LED02_GREEN_GATE 	MX_LED02_GREEN_GATE - @lasp_lib.LASP                        	 42D6 86C6                    
MX_LED02_RED_DRAIN  	MX_LED02_RED_DRAIN - @lasp_lib.LASP                         	 86C2 86C5                    
MX_LED02_RED_GATE   	MX_LED02_RED_GATE - @lasp_lib.LASP                          	 42D6 86C5                    
MX_LED03_BLUE_DRAIN 	MX_LED03_BLUE_DRAIN - @lasp_lib.LASP                        	 86B2 86B5                    
MX_LED03_BLUE_GATE  	MX_LED03_BLUE_GATE - @lasp_lib.LASP                         	 42D6 86C4                    
MX_LED03_GREEN_DRAIN	MX_LED03_GREEN_DRAIN - @lasp_lib.LASP                       	 86B2 86C4                    
MX_LED03_GREEN_GATE 	MX_LED03_GREEN_GATE - @lasp_lib.LASP                        	 42C6 86C3                    
MX_LED03_RED_DRAIN  	MX_LED03_RED_DRAIN - @lasp_lib.LASP                         	 86B2 86C4                    
MX_LED03_RED_GATE   	MX_LED03_RED_GATE - @lasp_lib.LASP                          	 42C6 86B6                    
MX_LED04_BLUE_DRAIN 	MX_LED04_BLUE_DRAIN - @lasp_lib.LASP                        	 86B2 86B5                    
MX_LED04_BLUE_GATE  	MX_LED04_BLUE_GATE - @lasp_lib.LASP                         	 42D6 86B5                    
MX_LED04_GREEN_DRAIN	MX_LED04_GREEN_DRAIN - @lasp_lib.LASP                       	 86B2 86B4                    
MX_LED04_GREEN_GATE 	MX_LED04_GREEN_GATE - @lasp_lib.LASP                        	 42C6 86B4                    
MX_LED04_RED_DRAIN  	MX_LED04_RED_DRAIN - @lasp_lib.LASP                         	 86A2 86B4                    
MX_LED04_RED_GATE   	MX_LED04_RED_GATE - @lasp_lib.LASP                          	 42C6 86B3                    
MX_LS01_FPGA_OE     	MX_LS01_FPGA_OE - @lasp_lib.LASP                            	 54D6 58C5                    
                    	LS01_FPGA_OE - @lasp_lib.FIREFLY(i7_page2)                  	 120D6<                       
MX_LS02_FPGA_OE     	MX_LS02_FPGA_OE - @lasp_lib.LASP                            	 54C6 58C5                    
                    	LS02_FPGA_OE - @lasp_lib.FIREFLY(i7_page2)                  	 120D3<                       
MX_LS03_FPGA_OE     	MX_LS03_FPGA_OE - @lasp_lib.LASP                            	 54C6 58B5                    
                    	LS03_FPGA_OE - @lasp_lib.FIREFLY(i7_page2)                  	 120B6<                       
MX_LS04_FPGA_OE     	MX_LS04_FPGA_OE - @lasp_lib.LASP                            	 54C6 58B5                    
                    	LS04_FPGA_OE - @lasp_lib.FIREFLY(i7_page2)                  	 120C3<                       
MX_LS05_FPGA_OE     	MX_LS05_FPGA_OE - @lasp_lib.LASP                            	 54C6 58C5                    
                    	LS05_FPGA_OE - @lasp_lib.FIREFLY(i7_page2)                  	 120A6<                       
MX_LS06_FPGA_OE     	MX_LS06_FPGA_OE - @lasp_lib.LASP                            	 54C6 58C5                    
                    	LS06_FPGA_OE - @lasp_lib.FIREFLY(i7_page2)                  	 120B3<                       
MX_LS07_FPGA_OE     	MX_LS07_FPGA_OE - @lasp_lib.LASP                            	 54D3 58B5                    
                    	LS07_FPGA_OE - @lasp_lib.FIREFLY(i7_page2)                  	 121D6<                       
